0.0000,87.3840,30.3611,132.9075,37.9154,20.9731,44.0474,68.8003,157.0092,25.2025,35.3983,125.6888,19.3489,41.0190,41.0785,111.6217,58.3184,143.1714,56.0808,172.1111,49.3225,80.5332,27.9671,74.4882,114.6925,139.3182,155.8813,81.9906,127.7636,76.3848,51.6502,27.4620,70.8084,56.1085,67.1710,75.4147,85.0247,85.8883,94.6601,51.2583,69.3636,101.4726,102.5798,37.0417,95.8158,104.4213,146.0799,156.1854,64.6672,59.7968,21.7087,86.8111,14.5971,91.0464,44.3594,50.6131,122.4729,116.9267,79.6245,40.9793,24.6805,117.5953,33.5627,59.0330,22.1875,37.4008,93.0961,44.5403,61.5701,14.7918,137.8120,54.2567,112.9117,74.1710,33.3886,76.9593,50.0620,99.1510,30.2891,73.9544,120.9833,113.3469,101.6217,36.2956,67.9362,8.8782,45.1133,80.6477,60.4834,149.6090,102.0459,100.7483,122.1517,16.7606,2.7742,90.1545,151.2953,108.0987,59.0968,13.9796,149.7997,72.2538,98.8266,109.2206,67.5799,93.1093,94.4084,134.9515,123.9897,146.2756,47.6408,86.0143,51.6451,108.9589,160.9982,69.3808,57.7964,63.2908,114.1665,72.9123,83.6504,117.3607,97.1683,133.2127,34.1686,141.5736,9.4713,60.5549,76.8365,97.1410,115.6227,62.5990,171.7525,93.4408,61.0358,129.0499,64.0783,113.6534,61.2193,87.5461,166.9970,67.4531,114.6887,117.7867,82.1936,126.5445,122.5849,96.0538,75.1809,67.6843,128.6960,71.3025,28.4275,153.7088,66.5235,102.4307,104.6947,67.8804,90.3242,61.4073,57.7234,60.4097,145.8211,123.7445,17.6690,101.8701,55.3586,67.2645,169.7028,86.7288,119.4970,60.2844,15.0129,76.8829,43.5535,59.7594,108.7306,32.2942,31.9858,93.2837,94.3088,126.9691,105.8042,52.0965,91.0994,155.7325,59.3574,25.3560,30.4692,101.2915,153.5666,58.2850,3.7074,33.7905,55.4455,66.3121,62.7013
87.3840,0.0000,64.4099,71.2616,61.4334,71.4142,79.0754,20.9780,79.3172,63.0821,122.0909,59.7696,73.1855,127.6138,123.4351,29.8347,41.5007,72.5461,38.9167,90.8658,38.3375,9.5079,114.4082,78.6883,36.4730,74.7571,87.5599,82.9255,50.1503,39.3095,38.7408,92.9357,52.1345,53.0690,46.9063,36.9406,20.7697,1.4958,27.4099,43.8959,64.7271,64.1942,18.3890,73.9638,56.5277,30.0740,60.7082,138.8079,27.7385,80.4717,102.5341,44.8699,75.2249,107.3919,69.9409,114.1824,95.4651,29.5463,36.5259,46.5044,62.7450,31.3231,64.0016,29.0601,82.5350,63.5350,53.1612,108.1685,57.0881,74.3120,72.4920,35.8784,51.4989,37.9550,78.5205,10.4582,136.8508,165.8515,90.6717,44.4333,80.7682,78.5114,148.8427,60.6318,73.9884,94.5098,44.0836,7.8447,63.0207,67.5701,54.1229,46.5502,91.5815,89.5563,86.8515,39.7135,84.1968,22.9681,68.2591,86.0338,69.9735,44.6074,16.2310,22.7767,153.7763,69.9561,62.8809,57.9206,129.4759,104.5648,63.0554,71.8074,65.0334,124.0690,83.0654,130.9703,45.7183,25.0190,45.8280,22.5660,7.9443,67.5138,160.6321,86.4471,60.3745,56.5770,78.9818,65.7793,23.6587,31.5603,52.5168,47.8635,175.9457,30.8855,51.7085,47.0726,42.6362,90.4405,61.7777,132.5614,82.6546,114.2241,45.4180,30.4030,28.7972,82.5747,70.6824,50.8422,60.4062,20.6252,87.0286,101.5035,62.7744,74.8569,81.5632,15.6478,17.3525,81.6451,55.5463,108.1693,41.0654,39.6108,70.5032,107.1652,104.8714,42.4746,74.0249,22.7748,85.2649,150.7743,32.1458,31.3210,97.7244,70.7675,127.2951,28.1403,73.3492,114.9933,68.5169,57.0470,10.3617,60.2737,27.4530,52.1675,19.0171,69.3176,63.8805,67.0945,60.1917,88.9993,145.2955,29.2997,83.7195,69.6256,32.3168,118.6020,48.6135
30.3611,64.4099,0.0000,122.2987,39.9790,30.2686,23.6703,43.8178,140.5915,11.2441,60.2842,95.7679,11.1743,65.4906,71.4381,84.7043,49.3290,129.5323,44.8186,153.9922,27.4857,59.7506,52.6722,48.2585,96.8854,127.9108,125.7835,88.5806,110.7112,66.8824,25.7260,51.7084,40.5116,25.7819,36.8352,65.0206,68.3121,62.9707,78.9115,22.5499,71.1661,96.8562,76.9482,48.1730,89.7370,87.4163,125.0409,162.1582,48.7225,36.4607,38.9954,56.5610,27.4838,104.4003,52.1457,76.9593,93.8627,93.3386,49.8768,24.6260,18.1130,95.7110,37.2574,40.2096,18.1390,41.1327,86.3709,45.3472,60.8992,26.1273,126.0543,28.5977,82.9321,44.3413,47.9731,54.6633,78.9433,104.5045,52.5794,66.6882,117.2126,110.8202,125.6778,37.3633,41.1832,39.2180,32.0644,56.8405,62.7659,130.8155,93.7980,90.1874,93.0878,42.4081,31.4987,60.2387,139.3266,86.9110,31.4679,22.9845,121.2703,41.9734,78.4413,84.3069,90.7106,63.6722,64.3287,106.1532,136.0262,143.4680,51.0817,57.2537,23.3425,89.5089,131.9282,70.2360,27.7192,39.4148,84.7566,45.9833,62.8030,109.9567,125.2944,127.9559,4.2992,120.8108,26.8772,32.1916,61.1835,82.2898,85.6975,32.2627,185.2435,64.4981,57.7537,109.9872,56.2643,115.1958,31.9812,79.4819,139.6173,89.4038,100.2504,94.0605,53.3570,96.4510,114.8511,87.9371,45.4432,43.7847,124.9528,87.5847,28.9015,136.6668,75.9931,80.0494,80.9700,77.0915,84.9764,51.9974,48.3548,31.1061,130.2764,128.3331,46.9897,72.0840,30.0760,42.0675,149.4738,114.7539,96.0721,33.8729,35.3066,48.6016,73.8460,40.4442,78.8192,51.2817,6.2044,87.9008,69.3130,97.0856,87.4634,48.9301,63.9134,133.6990,30.5870,5.1249,6.3167,105.4932,129.5390,38.4170,27.0546,42.2020,36.5786,60.8327,32.3480
132.9075,71.2616,122.2987,0.0000,95.4354,112.0822,142.8297,87.9143,36.3429,115.5761,167.2145,119.1008,126.8546,172.7327,155.3519,85.1753,75.0699,16.8315,78.4226,53.9700,95.7174,68.8745,160.3391,148.8984,38.1451,7.0800,138.1749,73.0396,30.5964,56.7313,100.8525,123.1209,122.6849,120.5792,116.9134,58.0544,56.0213,71.8591,45.6592,108.1990,70.0004,36.7207,77.8172,101.4657,38.9846,41.2740,53.8663,84.2807,73.7286,148.1223,153.3517,115.8773,118.3151,93.2372,93.7335,133.1080,164.8491,64.8649,107.7845,97.9810,111.4018,55.8236,99.7619,82.8057,138.3592,96.3994,40.8013,167.3809,73.4695,118.1549,6.8422,98.5718,115.8064,108.8980,106.9638,75.3382,174.0133,226.6238,119.1163,58.9825,29.8330,36.1653,143.6183,96.7479,143.5315,136.5106,91.0880,77.6631,76.9532,43.2036,31.2951,32.4069,160.5347,126.0622,131.0881,110.1684,18.9755,54.9809,136.4395,138.1694,110.1247,115.3651,56.0220,72.9381,198.9225,141.0827,133.7007,106.7747,96.1280,39.8147,87.7984,143.0465,131.4730,194.9381,122.5908,192.5344,113.2786,88.5070,107.5700,92.5238,66.8750,19.3464,166.6041,23.7597,119.3850,50.9444,123.4547,134.3489,61.6889,41.5954,115.6269,116.9271,130.3903,100.1210,72.4867,40.3310,68.8950,50.6930,130.5835,199.1480,107.5153,120.6511,25.9515,65.5711,100.0192,148.7532,15.1444,37.1227,131.2802,85.6404,29.6160,101.9803,104.5910,36.9168,85.0093,62.1984,67.6121,83.9721,44.5831,172.7778,75.8182,107.4184,26.1067,63.8300,147.1494,109.9494,141.1068,89.4157,61.7444,159.3492,63.8046,96.7996,147.0665,141.5348,160.1625,82.8536,142.8156,165.0135,128.0121,41.9907,76.5432,118.8904,44.8309,80.9810,88.4250,63.5640,132.2481,122.6371,116.3405,61.4186,215.5638,84.9903,130.0065,101.5075,86.1770,182.4604,117.7218
37.9154,61.4334,39.9790,95.4354,0.0000,16.9521,63.5081,49.2323,121.5757,29.0079,71.7848,113.0817,37.9035,77.3168,64.1576,90.1343,22.9925,106.5625,23.1392,137.5402,32.3005,52.5960,64.9269,86.1383,81.1631,101.9985,143.3170,48.7902,93.2678,39.6382,39.6376,32.0767,70.1995,57.5300,64.1969,39.1389,52.3276,60.0424,60.5051,45.0146,32.7359,63.5924,79.2867,13.0345,57.9172,70.7031,114.4154,122.9544,34.1422,76.1341,59.2273,79.8410,23.4501,64.9548,12.9092,52.9401,126.7551,89.4087,70.0421,23.2390,22.2833,87.8741,4.3599,33.4363,49.2261,2.1848,55.2580,78.0849,23.8624,23.5934,100.6026,40.6024,101.4309,65.8441,17.1060,51.5518,80.5292,135.7620,29.3877,36.5125,83.2744,75.8330,93.3993,2.6245,78.9975,41.0878,19.5946,56.8511,23.8554,115.8858,64.3477,63.6443,124.9030,31.4939,35.8728,80.1760,114.0451,78.1000,69.1547,45.9393,130.4119,67.5481,68.5609,84.1838,103.6168,95.7536,93.5751,117.0129,96.1192,108.8617,11.2743,91.4321,61.1245,129.3240,143.0185,103.8970,54.2712,43.3788,99.6438,56.1402,55.3796,79.4842,100.5583,95.3616,39.9839,109.7579,28.6700,68.9693,44.0544,62.2412,103.6155,60.4786,145.4006,78.9035,23.1513,96.0535,27.3538,77.5473,67.3025,117.6077,144.0880,56.7792,78.9385,90.4141,68.7028,123.8858,84.7195,58.3916,77.9142,46.5990,91.0231,49.9860,11.6812,118.6941,36.1299,74.2454,78.1646,37.1820,52.4114,90.0266,22.7855,52.8309,110.0631,89.4172,51.7887,90.0467,69.3698,48.4511,136.7933,90.3785,91.6162,45.7346,52.6500,84.1893,68.5178,34.5373,108.1631,70.2088,45.9513,55.3689,70.6902,114.0653,73.1119,14.4854,72.0744,124.8633,66.9321,37.0593,34.1803,66.5337,167.2987,34.3043,35.4124,8.2129,31.2890,97.5311,61.0258
20.9731,71.4142,30.2686,112.0822,16.9521,0.0000,52.0146,55.3164,137.0962,19.4306,55.3790,116.9716,24.3033,60.9654,52.0470,98.1664,38.0278,122.7157,36.4949,152.6193,35.7972,63.5335,48.3103,78.5144,95.5455,118.5569,147.4607,63.1818,108.2259,55.7675,40.8940,23.8851,67.4753,53.2579,62.3450,54.9595,66.0427,69.9392,75.1426,43.6161,48.9742,80.5388,88.1160,19.0506,74.8428,85.1437,127.9125,137.7164,46.2104,66.3183,42.3207,80.4373,6.5475,75.6990,25.0358,48.7961,123.0027,100.5817,71.6355,25.9697,13.4102,100.2117,12.6107,42.3561,34.4499,16.5680,72.1341,62.2915,40.7130,6.9265,117.0957,42.8661,104.6264,66.6706,17.8285,61.0140,66.2070,119.1900,23.5007,53.1003,100.1552,92.6231,95.7346,15.3532,71.4195,24.9214,27.3896,65.5377,40.0374,130.4783,81.1276,80.0474,121.8085,18.1862,19.0138,82.2433,130.5674,90.5163,61.6439,29.8097,137.7604,66.6658,81.0410,93.9943,87.4418,92.2560,91.6088,123.5431,108.1143,125.6176,27.1117,86.6103,53.4707,118.8084,149.7608,87.9556,52.1701,49.3912,104.2985,60.9633,66.5602,96.3912,97.6736,112.3000,31.9967,123.3193,11.7464,62.1503,57.7252,77.3241,107.0967,58.0429,156.9039,83.2093,40.0630,110.2001,43.4164,93.6405,61.4248,103.2820,153.2512,59.2462,94.5671,101.5184,72.2234,123.2241,101.6180,75.1455,73.9253,53.4312,107.8898,57.7919,8.7441,133.9846,48.6743,85.6353,88.7019,49.9356,69.3529,75.9689,37.5419,52.6751,125.7468,104.6375,35.7569,93.2242,60.2372,54.0800,150.9992,87.1670,102.9990,48.8540,35.7171,78.3629,55.8846,43.2785,106.3366,53.2665,35.2520,72.3139,79.5604,118.1095,86.9858,31.1605,78.5378,137.9778,60.3865,25.9134,26.1444,81.8951,159.8027,42.2606,18.4998,14.0783,39.1728,82.6567,58.4051
44.0474,79.0754,23.6703,142.8297,63.5081,52.0146,0.0000,58.2487,157.8876,34.5121,62.0403,95.6526,28.0059,66.1080,82.2535,93.0812,72.0794,148.5798,67.2347,169.9412,47.1995,76.6492,55.5379,31.2148,114.2142,148.0314,123.8138,112.2105,128.1662,88.9259,42.2357,70.1954,37.8966,27.4889,38.1218,86.8602,87.3749,77.7915,98.0570,35.5320,94.8151,119.5369,87.7198,70.7649,112.1853,105.5510,139.1590,185.8169,69.2810,15.7973,40.0148,56.3855,47.6588,127.3875,75.3772,94.4924,80.3320,105.8680,53.7089,47.2075,41.3301,109.8790,60.5581,60.0434,22.0824,64.5500,108.7163,31.0840,84.4921,46.4564,146.0480,44.7604,83.0311,48.5367,69.7923,70.7007,84.1408,86.7992,72.0242,89.2984,139.8730,133.7739,145.0044,60.9068,25.4590,52.1666,54.8144,71.2313,86.4361,146.6451,115.6010,111.2981,80.7323,59.7882,46.2781,62.1611,159.0487,102.0375,19.0831,30.7988,125.0662,43.2624,94.5952,95.6543,87.5775,53.4022,57.1509,109.6908,159.3397,166.1549,74.6798,45.1330,15.8128,66.8066,134.0315,51.9215,34.1074,55.6175,87.2623,57.4403,79.4466,131.7702,141.0840,150.1760,24.8456,135.2670,45.1255,21.6918,81.1436,101.7810,85.9672,34.5933,208.4480,69.7421,81.1755,126.0738,79.0315,138.6707,24.5415,56.7396,145.4460,109.6505,119.4487,106.4084,59.9371,88.1361,136.5024,109.8836,37.8822,59.4014,147.5582,109.8025,52.1756,153.6219,99.3372,94.3941,93.8897,100.4728,107.6587,29.9526,71.0611,39.9663,148.2686,151.9739,56.0001,73.7721,12.8516,56.4727,163.8388,130.6897,108.6767,48.0107,40.2490,35.7209,83.3984,59.9762,69.9701,49.5000,17.5689,110.5332,81.3938,97.1138,104.7427,72.4848,73.1131,146.7075,21.7970,26.5993,29.8469,129.1472,109.6311,57.8394,42.0802,65.0459,56.7710,39.9029,34.1300
68.8003,20.9780,43.8178,87.9143,49.2323,55.3164,58.2487,0.0000,99.7239,43.8008,102.6886,63.9642,53.1780,108.1262,106.9636,43.0519,35.5892,91.4727,30.9045,111.7532,19.7457,19.1814,94.9865,61.1293,56.2225,92.2903,94.1004,82.5654,70.1416,42.9491,18.1095,78.4428,35.5125,33.0754,29.3284,40.3242,32.1925,19.6289,42.2603,22.9246,63.0066,73.0652,33.8068,62.2667,65.0759,48.2165,81.6262,146.7592,22.7992,60.7529,82.4307,35.2995,58.0059,105.3581,60.2308,101.6848,86.7994,49.5210,24.9977,29.3524,44.7020,52.2219,50.6514,16.7779,61.9506,51.4161,61.4197,87.1935,53.2465,56.9230,90.1424,15.2451,52.6968,23.3894,65.9150,12.8081,118.7955,144.9614,76.8935,46.4325,91.9757,88.0098,141.5505,47.7063,55.6195,76.5381,29.7734,13.1852,58.5125,88.4549,65.3371,59.0313,83.7325,73.3753,68.6256,33.2199,102.5851,43.9136,48.7709,66.0010,82.4489,28.8329,36.3707,40.7458,133.9846,57.8344,52.5062,68.3790,131.4346,117.3598,54.2937,57.4300,44.6960,107.5055,94.5687,110.0861,25.6695,5.9714,50.4201,7.6877,21.6281,80.6051,149.7581,99.7873,39.6847,77.5360,61.0969,46.5435,28.9418,46.3722,54.7060,29.0158,179.7325,29.8782,47.7832,67.8312,39.9905,97.5588,42.7111,112.6072,98.3971,105.4314,62.9592,50.2476,20.6960,78.6435,84.5906,60.6483,44.4465,3.3407,99.0168,95.5784,47.2308,95.4019,77.1294,36.5594,37.1527,77.5689,62.3541,87.6111,34.7160,19.6408,90.3901,113.5771,86.4623,41.5097,54.0046,1.7969,106.2189,139.5255,52.2552,10.3434,77.9737,54.3250,110.4669,15.6644,65.5747,94.8482,47.6557,64.6128,25.7180,64.9063,46.8144,44.4841,23.2649,89.9761,44.4921,46.8758,40.0785,92.9734,134.0463,15.2016,65.0940,56.9224,18.0303,97.9470,29.8118
157.0092,79.3172,140.5915,36.3429,121.5757,137.0962,157.8876,99.7239,0.0000,136.2020,192.2871,109.7148,147.3535,197.9028,184.5608,79.9230,99.0840,19.5178,100.9299,17.7967,113.1088,81.3467,184.9676,156.8828,43.7816,30.2978,121.4886,107.7506,29.8843,82.0736,116.1211,151.8876,130.4032,132.3783,125.7583,82.4370,72.6639,80.4730,62.4884,122.3697,101.5013,70.9950,77.2382,129.9398,71.0219,53.2549,30.5286,115.9513,93.0487,159.7602,175.8005,118.8758,142.7738,129.1083,122.7117,165.0155,161.7895,59.0301,113.2141,118.0945,133.4376,51.4679,125.6631,100.5846,158.1179,122.9640,71.6625,185.7182,102.5200,142.3347,29.6010,113.4163,110.4265,115.9991,135.4892,87.1878,202.0048,244.3268,148.2084,85.9976,66.0765,72.4712,179.4098,122.3192,152.7667,162.0171,112.3981,87.0570,107.0561,16.3187,62.3540,59.4960,156.9563,153.0534,155.6141,112.1293,24.6202,56.9023,147.5215,159.6847,91.3921,122.7747,63.3664,69.9053,224.4527,143.4141,135.1106,93.0305,132.1394,69.6901,116.0449,147.4855,144.2899,200.5291,101.8655,209.5222,125.0107,102.3828,101.3563,101.8202,78.4735,54.9134,201.4125,57.9432,136.9989,30.8594,147.6206,144.9858,80.5060,59.8684,109.3336,127.0771,163.5273,101.2379,100.1454,32.6979,94.2357,87.0064,140.9544,211.8625,82.2946,154.6168,42.6386,59.1527,105.0869,142.3585,51.3407,67.0566,137.9516,98.4913,64.8286,136.3490,128.7919,5.1210,118.1168,65.0772,67.8318,117.2322,76.1024,187.3299,99.5544,118.8989,11.8308,99.5157,172.8508,108.0365,153.3416,101.4790,26.5658,193.6955,56.6933,109.8847,170.0197,148.3034,189.2005,100.2408,140.8895,188.0307,145.5778,74.0847,79.9658,109.0582,53.2588,107.3400,91.3491,35.4042,143.1328,142.1187,135.3160,97.5769,212.9008,102.2170,153.7213,128.7198,104.2977,197.6657,127.8109
25.2025,63.0821,11.2441,115.5761,29.0079,19.4306,34.5121,43.8008,136.2020,0.0000,59.0420,101.2065,11.3027,64.5441,65.1793,86.4605,41.0716,123.9521,37.1911,150.4154,24.7446,57.0031,51.3487,59.2148,92.9110,121.4957,131.5726,77.7667,106.4700,59.2251,26.4480,42.0664,48.7762,34.2560,44.1280,57.6301,63.5388,61.5936,73.8327,26.5919,60.8398,88.1581,77.6069,36.9431,81.3613,82.9909,122.8580,151.6822,43.2029,47.7045,39.9039,63.1158,17.8201,93.1780,40.9636,67.3667,103.7240,92.5766,55.1844,18.1113,6.8804,93.8943,26.0924,35.9380,22.8255,30.0434,78.1408,52.1269,50.8433,16.4549,119.7544,29.0705,88.5401,49.8705,36.9150,52.7939,75.2552,111.2273,42.4491,58.3303,108.4488,101.7170,115.1490,26.4164,52.0932,33.4438,24.4963,56.0273,52.2494,127.4878,86.0978,83.2055,102.6574,33.6900,25.4045,65.8149,133.1653,84.6399,42.2782,23.5347,124.6359,48.8344,75.6559,84.4382,90.7133,73.1111,72.9202,109.8448,124.8970,134.5975,40.2184,67.2512,34.0951,100.7222,135.9421,77.7550,34.1594,38.4737,89.3153,47.7115,60.1304,102.1343,116.0762,119.6365,12.5663,118.4623,18.8129,42.7258,55.8076,76.8610,91.1751,39.6611,174.0777,68.4463,48.1723,106.7044,47.8414,105.2745,42.0217,89.2005,141.8215,78.6744,94.8130,93.3929,57.2063,104.8251,107.1603,80.1366,54.7666,42.9147,116.2258,76.3729,17.7139,132.5394,64.8692,78.4495,80.2474,65.9885,76.3502,61.5857,40.1892,35.8625,125.4710,117.9638,42.8465,77.3296,41.2829,42.2159,146.9275,105.5334,95.2133,35.0840,34.7114,58.9377,68.1510,36.4643,87.5979,52.3273,16.9864,79.3164,69.4510,102.4429,83.6788,39.0864,65.9021,132.1029,40.9559,8.1430,6.7959,95.0810,140.5874,34.7084,21.5083,30.9582,32.2108,69.7413,39.9291
